"Class","Sex","Age","survived"
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Female","Adult",0
"Crew","Female","Adult",0
"Crew","Female","Adult",0
"Crew","Female","Adult",1
"Crew","Female","Adult",1
"Crew","Female","Adult",1
"Crew","Female","Adult",1
"Crew","Female","Adult",1
"Crew","Female","Adult",1
"Crew","Female","Adult",1
"Crew","Female","Adult",1
"Crew","Female","Adult",1
"Crew","Female","Adult",1
"Crew","Female","Adult",1
"Crew","Female","Adult",1
"Crew","Female","Adult",1
"Crew","Female","Adult",1
"Crew","Female","Adult",1
"Crew","Female","Adult",1
"Crew","Female","Adult",1
"Crew","Female","Adult",1
"Crew","Female","Adult",1
"Crew","Female","Adult",1
